,year,selling_price,km_driven,mileage,engine,max_power,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
6865,2012,750000,90000,12.8,2494.0,102.0,False,True,True,False,False,True
6866,2016,750000,110000,18.49,1493.0,100.0,False,True,False,False,False,True
6867,2019,350000,15000,23.95,998.0,67.05,True,True,True,False,False,False
6868,2020,360000,5000,22.05,796.0,47.3,True,True,True,False,False,False
6869,2017,285000,5000,25.17,799.0,53.3,True,True,True,False,False,False
6870,2013,160000,70000,22.74,796.0,47.3,True,True,True,True,False,False
6871,2015,229999,60000,19.44,1198.0,67.0,True,True,True,True,False,True
6872,2007,85000,120000,19.7,796.0,46.3,True,True,True,False,True,False
6873,2018,300000,7000,22.5,999.0,67.0,True,True,True,False,False,False
6874,2014,675000,120000,12.05,2179.0,120.0,False,True,True,False,False,True
6875,2014,700000,145241,12.05,2179.0,120.0,False,True,True,False,False,True
6876,2008,400000,110000,12.7,2609.0,116.6,False,True,True,False,False,True
6877,2016,254999,30000,25.17,799.0,53.3,True,True,True,False,True,False
6878,2015,1050000,80000,15.4,2179.0,120.0,False,True,True,True,False,True
6879,2013,390000,100000,23.4,1248.0,74.0,False,True,True,False,False,False
6880,2015,450000,80000,23.59,1364.0,67.04,False,True,True,False,False,False
6882,2017,725000,50000,24.3,1248.0,88.5,False,True,True,False,False,False
6883,2013,466000,95500,14.0,2179.0,138.1,False,True,True,True,False,True
6901,2014,229999,53473,23.95,998.0,67.05,True,True,True,False,False,False
6902,2011,250000,100000,15.96,2523.0,63.0,False,True,True,True,False,True
6904,2013,220000,80000,17.92,1086.0,62.1,True,True,True,False,False,False
6905,2015,360000,120000,24.4,1120.0,71.0,False,True,True,False,False,False
6906,2018,350000,40000,23.95,998.0,67.05,True,True,True,False,False,False
6907,2012,500000,70000,22.32,1582.0,126.32,False,True,True,False,False,False
6908,2013,145000,90000,25.44,936.0,57.6,False,True,True,False,True,False
6909,2014,300000,51000,18.2,1199.0,82.5,True,True,True,False,False,False
6911,2009,180000,87000,13.2,1495.0,94.0,True,True,True,True,False,False
6914,2014,620000,90000,19.01,1461.0,108.45,False,True,True,True,False,False
6915,2015,360000,110000,16.78,1496.0,88.73,True,True,True,False,True,False
6916,2010,245000,86000,17.92,1086.0,62.1,True,True,True,True,False,False
6918,2003,130000,80000,14.2,1597.0,92.0,True,True,True,False,True,False
6921,2014,650000,140000,25.01,1498.0,89.75,False,True,True,True,False,False
6922,2019,610000,18000,21.21,1197.0,81.8,True,True,True,False,False,False
6923,2015,300000,24000,23.95,998.0,67.05,True,True,True,False,False,False
6924,2014,425000,60000,24.0,1120.0,70.0,False,True,True,False,False,False
6925,2012,450000,150000,22.32,1582.0,126.32,False,True,True,False,True,False
6926,2011,450000,108000,22.32,1582.0,126.3,False,True,True,False,False,False
6927,2011,340000,60000,16.95,1197.0,78.9,True,True,False,False,True,False
6928,2013,650000,90000,20.77,1248.0,88.76,False,True,True,False,False,True
6929,2009,160000,70000,19.09,1396.0,69.0,False,True,True,False,False,False
6930,2014,250000,120000,19.1,1405.0,70.0,False,True,True,False,False,False
6931,2012,225000,100000,25.44,936.0,57.6,False,True,True,False,True,False
6932,2007,55000,75958,17.88,1396.0,52.8,False,True,True,True,False,False
6935,2006,282000,128000,12.6,1991.0,112.0,False,True,True,False,True,True
6936,2007,80000,110000,16.8,1405.0,62.0,False,True,True,False,True,False
6937,2016,500000,40000,20.85,1197.0,83.14,True,True,True,False,False,False
6938,2016,500000,70000,25.83,1498.0,99.0,False,True,True,False,False,False
6939,2011,400000,60000,22.9,1248.0,74.0,False,True,True,False,False,False
6940,2013,550000,90000,15.96,2523.0,62.1,False,True,True,False,False,True
6941,2007,200000,70000,13.93,2179.0,138.1,False,True,True,True,False,True
6942,2012,280000,65000,20.36,1197.0,78.9,True,True,True,False,False,False
6943,2014,580000,88000,23.4,1248.0,74.0,False,True,True,False,False,False
6944,2009,100000,80000,18.8,1248.0,90.0,False,True,True,False,True,False
6945,2014,550000,60000,14.0,2523.0,75.0,False,True,True,False,False,True
6946,2017,700000,38000,18.49,1493.0,100.0,False,True,True,False,False,True
6947,2010,150000,80000,15.0,1368.0,90.0,True,True,True,False,True,False
6948,2014,190000,60000,21.1,814.0,55.2,True,True,True,True,False,False
6949,2013,500000,110000,15.96,2523.0,62.1,False,True,True,False,False,True
6950,2017,640000,110000,25.2,1248.0,74.0,False,True,True,False,False,False
6951,2011,340000,145000,20.86,1199.0,75.0,False,True,True,False,False,False
6952,2019,811000,43000,22.54,1396.0,88.76,False,True,True,False,False,False
6953,2016,409999,120000,23.2,1248.0,73.94,False,True,True,False,False,False
6954,2007,220000,136000,16.1,1298.0,88.2,True,True,True,True,False,False
6955,2013,170000,120000,17.88,1405.0,48.21,False,True,True,True,False,False
6956,2018,700000,25000,18.6,1197.0,81.86,True,True,True,False,False,False
6957,2015,950000,80000,15.4,2179.0,120.0,False,True,True,True,False,True
6958,2003,80000,40000,14.4,1599.0,94.0,True,True,True,True,False,False
6978,2014,420000,120000,23.4,1248.0,74.0,False,True,True,True,False,False
6979,2018,899000,35000,25.1,1248.0,88.5,False,True,True,False,False,False
6980,2019,459999,35000,19.83,1198.0,67.0,True,True,True,False,False,False
6981,2008,150000,120000,18.1,1493.0,110.0,False,True,True,True,False,False
6982,2017,350000,25000,23.01,999.0,67.0,True,True,True,False,False,False
6983,2015,509999,100000,23.59,1364.0,67.05,False,True,True,True,False,False
6984,2013,500000,120000,15.96,2523.0,62.1,False,True,True,False,True,True
6985,2017,370000,35000,17.57,1193.0,88.7,True,True,True,False,False,False
6986,2013,240000,44000,20.92,998.0,67.1,True,True,True,True,False,False
6987,2015,530000,100000,22.54,1396.0,88.73,False,True,True,True,False,False
6988,2015,1000000,133000,15.4,2179.0,120.0,False,True,True,True,False,True
6990,2014,350000,64000,20.36,1197.0,78.9,True,True,True,False,False,False
6991,2015,1100000,70000,16.0,2179.0,140.0,False,True,False,False,False,True
6992,2011,220000,70000,18.5,1197.0,80.0,True,True,True,False,False,False
6993,2015,350000,100000,18.9,1197.0,82.0,True,True,True,False,False,False
6994,2013,370000,90000,22.9,1248.0,74.0,False,True,True,True,False,False
6995,2014,220000,50000,17.5,1298.0,85.8,True,True,True,False,False,False
6997,2017,400000,50000,25.32,1198.0,77.0,False,True,True,False,False,True
7005,2017,570000,31596,17.0,1497.0,121.36,True,False,True,False,False,False
7006,2013,650000,85710,15.1,2179.0,140.0,False,False,True,False,False,True
7008,2018,250000,10000,22.7,799.0,53.64,True,True,True,False,False,False
7009,2014,320000,15000,20.36,1197.0,78.9,True,True,True,False,False,False
7010,2017,440000,35000,20.51,998.0,67.0,True,True,False,False,False,False
7011,2013,315000,49000,18.5,1197.0,82.85,True,True,True,True,False,False
7013,2010,202999,158000,18.8,1248.0,90.0,False,True,True,False,False,False
7014,2012,179000,30000,21.1,814.0,55.2,True,True,True,True,False,False
7015,2008,140000,60000,20.36,1197.0,78.9,True,True,True,True,False,False
7016,2008,150000,40000,18.2,1061.0,64.0,True,True,True,True,False,False
7017,2011,440000,60000,13.6,2523.0,63.0,False,True,True,True,False,True
7018,2011,250000,55130,20.0,1399.0,68.0,False,False,True,True,False,False
7019,2014,330000,22000,20.51,998.0,67.04,True,True,True,False,False,False
7020,2010,250000,48000,15.6,1196.0,70.0,True,True,True,False,False,False
7021,2012,335000,45000,18.5,1197.0,82.85,True,True,True,False,False,False
7022,2016,1025000,22522,16.0,2179.0,140.0,False,False,True,False,False,True
7023,2012,320000,51856,18.5,1197.0,80.0,True,False,True,False,True,False
7024,2015,550000,29434,20.73,1373.0,91.1,True,True,True,False,False,False
7025,2018,800000,25000,25.5,1498.0,98.6,False,True,True,False,False,False
7026,2017,380000,28000,23.84,1199.0,84.0,True,True,True,True,False,False
7027,2013,400000,44500,20.46,1461.0,83.8,False,True,True,True,False,False
7028,2016,375000,34500,20.51,998.0,67.04,True,True,True,False,False,False
7029,2017,1100000,20000,18.0,1497.0,117.6,True,True,False,False,False,False
7030,2018,650000,15000,18.6,1197.0,81.83,True,True,True,False,False,False
7031,2014,361000,26000,19.34,1198.0,76.0,True,True,False,False,False,False
7032,2012,140000,20000,21.1,814.0,55.2,True,True,True,False,False,False
7033,2019,550000,3000,20.14,1197.0,81.86,True,True,True,False,False,False
7034,2019,670000,20000,19.5,1199.0,88.76,True,True,True,False,False,False
7035,2017,880000,25000,24.3,1248.0,88.5,False,True,True,False,False,False
7036,2018,950000,35000,23.0,1498.0,98.96,False,True,True,False,False,False
7037,2010,300000,60000,18.3,1991.0,147.9,False,True,True,False,False,False
7038,2017,1150000,6825,18.0,1497.0,117.6,True,True,False,False,False,False
7039,2015,450000,155000,14.81,1998.0,163.7,False,True,False,False,False,False
7041,2016,600000,13500,17.5,1373.0,91.1,True,True,True,False,False,True
7042,2008,700000,260000,12.8,2494.0,102.0,False,True,True,False,False,True
7043,2018,600000,65000,25.4,1186.0,73.97,False,True,True,False,False,False
7044,2014,630000,95000,14.02,2179.0,118.3,False,True,True,True,False,True
7045,2016,590000,40000,20.73,1373.0,91.1,True,True,True,True,False,False
7046,2019,420000,30000,20.3,1086.0,68.0,True,True,True,False,False,False
7048,2013,541000,112011,13.93,2179.0,138.1,False,True,True,False,False,True
7049,2015,900000,125000,12.99,2494.0,100.6,False,True,True,False,False,True
7051,2009,250000,43000,18.8,1248.0,90.0,False,True,True,False,False,False
7052,2019,670000,53534,15.96,2523.0,62.1,False,True,True,False,False,True
7053,2019,530000,20000,20.3,1199.0,83.81,True,True,True,False,False,False
7054,2012,150000,70000,25.44,936.0,57.6,False,True,True,True,False,False
7055,2013,550000,70000,15.1,2179.0,140.0,False,True,True,False,True,True
7056,2015,650000,150000,15.4,1997.0,120.0,False,True,True,False,False,True
7057,2012,180000,100000,19.4,1405.0,70.0,False,True,True,True,False,False
7058,2015,585000,50000,16.55,2498.0,105.0,False,True,True,False,False,True
7059,2013,345000,120000,18.5,1197.0,82.85,True,True,True,True,False,False
7060,2013,350000,110000,22.9,1248.0,74.0,False,True,True,False,True,False
7061,2016,725000,140000,15.4,1497.0,117.3,True,True,True,False,False,True
7062,2012,250000,120000,15.42,1405.0,70.0,False,True,True,False,False,True
7063,2002,45000,70000,16.1,796.0,37.0,True,True,True,True,False,False
7064,2007,409999,248119,12.8,2494.0,102.0,False,True,True,False,True,True
7065,2017,325000,16500,23.01,999.0,67.0,True,True,True,True,False,False
7066,2016,350000,9900,23.95,998.0,67.05,True,True,True,False,False,False
7067,2012,180000,80000,19.7,796.0,46.3,True,True,True,False,True,False
7068,2010,150000,100000,16.0,1368.0,90.0,True,True,True,True,False,False
7069,2020,700000,20000,23.26,1197.0,88.5,True,True,True,False,False,False
7070,2016,795000,90000,28.09,1248.0,88.5,False,True,True,False,False,False
7071,2019,950000,15000,16.55,2498.0,105.0,False,True,True,False,False,True
7072,2018,885000,75000,21.5,1498.0,108.5,False,True,False,False,False,False
7073,2011,160000,140000,21.1,1248.0,73.9,False,True,True,False,False,False
7074,2012,300000,120000,23.0,1396.0,90.0,False,True,True,True,False,False
7075,2018,950000,75000,21.5,1498.0,108.5,False,True,False,False,False,False
7076,2015,549000,90000,20.77,1248.0,88.76,False,True,True,False,False,True
7078,2015,1200000,61000,12.99,2494.0,100.6,False,True,True,False,False,True
7079,2012,570000,100000,21.8,1461.0,78.0,False,True,True,True,False,False
7080,2017,800000,60000,16.55,2498.0,105.0,False,True,True,True,False,True
7081,2009,375000,100000,18.1,1493.0,110.0,False,True,True,False,False,False
7082,2009,300000,170000,13.6,2523.0,63.0,False,True,True,False,True,True
7083,2013,350000,100000,16.78,1496.0,88.73,True,True,True,True,False,False
7084,2011,400000,120000,13.6,2523.0,63.0,False,True,True,True,False,True
7085,2015,434999,50000,20.14,1498.0,88.8,False,True,True,False,False,False
7087,2015,260000,25000,22.74,796.0,47.3,True,True,True,False,False,False
7088,2013,450000,24019,22.9,1248.0,74.0,False,True,True,False,False,False
7089,2013,459999,80000,22.32,1582.0,126.32,False,True,True,True,False,False
7090,2011,210000,100000,21.1,1248.0,73.9,False,True,True,True,False,False
7091,2015,540000,93000,20.85,1197.0,83.14,True,True,True,True,False,False
7092,2017,710000,50000,24.52,1248.0,88.5,False,True,True,False,False,True
7093,2018,285000,22000,24.7,796.0,47.3,True,True,True,False,False,False
7094,2019,990000,19600,22.1,1396.0,88.7,False,True,True,False,False,False
7095,2017,362000,104000,15.64,1193.0,64.1,True,True,True,False,False,False
7096,2017,880000,33000,23.0,1498.0,98.96,False,True,True,False,False,False
7097,2017,700000,60000,18.49,1493.0,100.0,False,True,True,False,False,True
7098,2016,600000,60000,15.96,2523.0,63.0,False,True,True,False,False,True
7099,2015,700000,40000,13.24,1598.0,102.5,True,True,True,False,False,False
7100,2016,400000,60000,27.28,1047.0,69.0,False,True,True,False,False,False
7102,2007,350000,376412,12.8,2494.0,102.0,False,True,True,True,False,True
7103,2014,425000,80000,16.02,1373.0,93.7,True,True,True,False,True,True
7104,2012,180000,70000,17.92,1086.0,62.1,True,True,True,False,False,False
7105,2012,170000,90000,20.92,998.0,67.1,True,True,True,False,True,False
7106,2014,370000,183000,15.96,2523.0,63.0,False,True,True,False,False,True
7107,2018,800000,27000,24.3,1248.0,88.5,False,True,True,False,False,False
7108,2017,900000,35000,23.0,1498.0,98.96,False,True,True,False,False,False
7109,2013,390000,120000,22.9,1248.0,74.0,False,True,True,False,False,False
7110,2014,445000,80000,23.4,1248.0,74.0,False,True,True,True,False,False
7111,2014,459999,70000,23.4,1248.0,74.0,False,True,True,False,True,False
7113,2009,200000,120000,21.1,1248.0,73.9,False,True,True,True,False,False
7114,2012,350000,72000,17.5,1197.0,85.8,True,True,True,True,False,False
7115,2007,95000,120000,12.0,2092.0,127.0,False,True,True,True,False,True
7116,2014,550000,250000,23.59,1364.0,67.04,False,True,True,False,False,False
7117,2016,900000,100000,13.58,2499.0,72.4,False,True,True,False,False,True
7118,2013,350000,120000,15.3,2956.0,83.83,False,True,True,True,False,True
7120,2014,455999,32000,18.9,1197.0,82.0,True,True,True,False,False,False
7121,2008,129000,60000,19.7,796.0,46.3,True,True,True,False,False,False
7122,2017,254000,40000,24.7,796.0,47.3,True,True,True,False,False,False
7123,2014,570000,48000,21.7,1498.0,98.96,False,True,True,False,False,False
7124,2018,840000,30000,19.87,1461.0,83.14,False,True,True,False,False,False
7125,2010,235000,100000,13.93,2179.0,138.1,False,True,True,True,False,True
7126,2016,700000,50000,18.49,1493.0,100.0,False,True,True,False,False,True
7128,2018,528000,5000,18.9,1197.0,81.86,True,True,True,False,False,False
7130,2016,560000,72000,15.96,2523.0,63.0,False,True,True,False,False,True
7131,2016,600000,70000,15.96,2523.0,63.0,False,True,True,False,False,True
7132,2007,102000,50000,15.26,1150.0,74.9,True,True,True,True,False,False
7133,2014,750000,70000,15.1,2179.0,140.0,False,True,True,True,False,True
7134,2010,148000,70000,14.7,1150.0,76.0,True,True,True,False,True,False
7135,2015,650000,50000,21.4,1197.0,83.1,True,True,True,False,False,False
7136,2012,310000,40000,16.47,1198.0,73.9,True,True,True,False,False,False
7137,2014,480000,30000,19.1,1197.0,82.0,True,True,True,False,False,False
7138,2018,320000,15000,24.7,796.0,47.3,True,True,True,False,False,False
7139,2015,750000,40000,17.4,1497.0,117.3,True,True,True,False,False,False
7140,2017,370000,40000,19.49,1198.0,67.04,True,True,True,False,False,False
7141,2013,320000,60000,18.6,1197.0,85.8,True,True,True,False,True,False
7142,2013,420000,67000,18.6,1197.0,85.8,True,True,True,False,False,False
7143,2010,240000,60000,17.5,1298.0,85.8,True,True,True,True,False,False
7144,2017,220000,60000,22.5,999.0,67.0,True,True,True,False,False,False
7145,2016,350000,30000,23.84,1199.0,84.0,True,True,True,False,False,False
7146,2018,675000,40000,25.8,1498.0,98.6,False,True,True,False,False,False
7147,2016,434999,50000,18.16,1197.0,78.8,True,True,True,True,False,False
7148,2006,125000,200000,13.1,1997.0,141.1,True,True,False,False,True,False
7149,2016,400000,14000,18.15,1198.0,82.0,True,True,True,True,False,True
7150,2015,425000,70000,13.58,2499.0,72.4,False,True,True,False,False,True
7151,2010,311000,94000,21.1,1248.0,75.0,False,True,True,True,False,False
7152,2015,509999,197000,13.58,2499.0,72.4,False,True,True,False,False,True
7153,2015,530000,79000,25.83,1498.0,99.0,False,True,True,True,False,False
7154,2008,210000,120000,18.7,1896.0,66.0,False,True,True,True,False,False
7155,2019,977000,30000,17.3,1497.0,121.0,False,True,True,False,False,True
7156,2018,440000,20000,20.51,998.0,67.04,True,True,True,False,False,False
7157,2018,440000,17000,20.51,998.0,67.04,True,True,True,False,False,False
7158,2018,655000,20000,18.6,1197.0,81.83,True,True,True,False,False,False
7159,2016,295000,60000,25.17,799.0,53.3,True,True,True,False,False,False
7161,2007,65000,70000,15.0,1086.0,66.6,True,True,True,False,True,False
7162,2017,1200000,150000,17.6,2179.0,153.86,False,True,True,False,False,True
7163,2017,1251000,35000,17.6,2179.0,153.86,False,True,True,False,False,True
7164,2010,200000,60000,23.03,1396.0,69.0,False,True,True,False,False,False
